"Last date the gear was known to be at this locaiton / La date à laquelle l’engin a été repéré à cet endroit pour
la dernière fois",Gear Type / Type d’engin,Number of Units / Nombre d’engins perdus ,Estimated Length of Netting Lost / Longueur estimée de filets perdus,Estimated Length of Rope Lost / Longueur estimée de corde perdue,Latitude,Longitude
2019-06-17,CASIER/CAGE - TRAP/POT,6,0,450,See Notes,See Notes
2019-06-17,CASIER/CAGE - TRAP/POT,6,0,450,See Notes,See Notes
2019-06-17,CASIER/CAGE - TRAP/POT,6,0,450,See Notes,See Notes
2019-06-18,CASIER/CAGE - TRAP/POT,0,0,420,"47°29'50"" N","64°10'10"" W"
2019-05-15,CASIER/CAGE - TRAP/POT,0,0,0,"47°51'693"" N",See Notes
2019-05-09,CASIER/CAGE - TRAP/POT,0,0,0,"46°30'39"" N","62°35'40"" W"
2019-05-14,CASIER/CAGE - TRAP/POT,0,0,0,"46°29'58"" N","62°33'01"" W"
2019-05-22,CASIER/CAGE - TRAP/POT,0,0,0,"46°30'22"" N","62°33'60"" W"
2019-05-23,CASIER/CAGE - TRAP/POT,0,0,0,"46°29'75"" N","62°31'29"" W"
2019-06-13,CASIER/CAGE - TRAP/POT,2,600,0,"64°30'30"" N","48°13'63"" W"
2019-05-21,CASIER/CAGE - TRAP/POT,1,0,350,See Notes,See Notes
2019-06-21,CASIER/CAGE - TRAP/POT,0,0,450,"47°36'844"" N","62°49'604"" W"
2019-06-21,CASIER/CAGE - TRAP/POT,0,0,450,"47°36'471"" N","62°49'702"" W"
2019-06-21,CASIER/CAGE - TRAP/POT,0,0,450,"47°36'150"" N","62°49'822"" W"
2019-06-21,CASIER/CAGE - TRAP/POT,0,0,450,"47°36'923"" N","62°49'914"" W"
2019-06-21,CASIER/CAGE - TRAP/POT,0,0,450,"47°36'579"" N","62°49'936"" W"
2019-06-21,CASIER/CAGE - TRAP/POT,0,0,450,"47°36'330"" N","62°49'985"" W"
2019-06-21,CASIER/CAGE - TRAP/POT,0,0,450,"47°36'045"" N","62°49'050"" W"
2019-06-21,CASIER/CAGE - TRAP/POT,0,0,450,"47°36'708"" N","62°49'099"" W"
2019-06-21,CASIER/CAGE - TRAP/POT,0,0,450,"47°36'342"" N","62°49'234"" W"
2019-06-21,CASIER/CAGE - TRAP/POT,0,0,450,"47°36'055"" N","62°49'266"" W"
2019-06-10,CASIER/CAGE - TRAP/POT,0,0,450,"47°45'623"" N","62°35'747"" W"
2019-06-25,CASIER/CAGE - TRAP/POT,0,0,450,"47°26'456"" N","62°32'239"" W"
2019-06-21,CASIER/CAGE - TRAP/POT,8,0,96,"47°01'177"" N","060°26'407"" W"
2019-07-03,CASIER/CAGE - TRAP/POT,1,0,0,"44°42'16"" N","60°20'73"" W"
2019-07-02,CASIER/CAGE - TRAP/POT,1,0,50,"50°07'41"" N","62°17'49"" W"
2019-06-25,CASIER/CAGE - TRAP/POT,2,0,0,See Notes,See Notes
2019-06-26,CASIER/CAGE - TRAP/POT,4,0,1920,"46°57'483"" N","62°28'319"" W"
2019-07-01,CASIER/CAGE - TRAP/POT,6,0,450,"45°38'81"" N","61°39'48"" W"
2019-06-26,CASIER/CAGE - TRAP/POT,8,0,480,"47°00'46"" N","060°30'38"" W"
2019-06-07,CASIER/CAGE - TRAP/POT,0,0,480,"47°06'05"" N","60°34'92"" W"
2019-06-30,CASIER/CAGE - TRAP/POT,6,0,1500,"14°58'97"" N","29°55'93"" W"
2019-06-17,CASIER/CAGE - TRAP/POT,6,0,540,"46°44'368"" N","63°57'228"" W"
2019-06-27,CASIER/CAGE - TRAP/POT,1,0,450,"47°23'10"" N","62°28'20"" W"
2019-06-24,NON CONFIRME - UNCONFIRMED ,0,0,900,"45°04'068"" N","59°17'951"" W"
2019-06-24,NON CONFIRME - UNCONFIRMED ,0,0,900,"45°01'933"" N","59°18'263"" W"
2019-06-24,NON CONFIRME - UNCONFIRMED ,0,0,900,"45°03'671"" N","59°14'506"" W"
2019-06-25,CASIER/CAGE - TRAP/POT,1,0,498,"47°09'41"" N","62°51'27"" W"
2019-07-03,CASIER/CAGE - TRAP/POT,1,0,3,"46°34'38"" N","63°36'03"" W"
2019-07-10,CASIER/CAGE - TRAP/POT,1,0,600,"44°42'4948"" N","60°54'9865"" W"
2019-07-04,CASIER/CAGE - TRAP/POT,0,0,750,"49°54'46"" N","64°52'02"" W"
2019-07-04,CASIER/CAGE - TRAP/POT,0,0,750,"50°03'00"" N","64°46'42"" W"
2019-07-04,CASIER/CAGE - TRAP/POT,0,0,750,"49°52'58"" N","64°43'19"" W"
2019-07-03,CASIER/CAGE - TRAP/POT,0,0,750,"50°04'33"" N","62°41'23"" W"
2019-06-26,CASIER/CAGE - TRAP/POT,1,0,450,"47°11'489"" N","62°40'931"" W"
2019-07-12,CASIER/CAGE - TRAP/POT,1,0,120FM,"46°54'14"" N","60°52'25"" W"
2019-07-08,CASIER/CAGE - TRAP/POT,1,0,750,"46°49'794"" N","60°55'680"" W"
2019-07-08,CASIER/CAGE - TRAP/POT,6,0,60-120,See Notes,See Notes
2019-07-12,CASIER/CAGE - TRAP/POT,1,0,720,"46°54'14"" N","60°52'25"" W"
2019-05-27,CASIER/CAGE - TRAP/POT,1,0,95,"47°00'810"" N","60°27'420"" W"
2019-07-16,CASIER/CAGE - TRAP/POT,1,0,30,"44°52'8"" N","60°53'4"" W"
N/A,CASIER/CAGE - TRAP/POT,1,0,60,"44°52'9"" N","60°53'5"" W"
2019-04-25,CASIER/CAGE - TRAP/POT,2,0,0,See Notes,See Notes
2019-06-28,CASIER/CAGE - TRAP/POT,2,0,1200,"48°16'06"" N","64°31'50"" W"
2019-07-17,CASIER/CAGE - TRAP/POT,0,0,120,See Notes,See Notes
2019-06-30,CASIER/CAGE - TRAP/POT,3,0,1170,"47°22'936"" N","63°25'521"" W"
2019-06-30,CASIER/CAGE - TRAP/POT,3,0,1170,"47°09'113"" N","63°15'357"" W"
2019-06-30,CASIER/CAGE - TRAP/POT,3,0,1170,"47°09'754"" N","63°14'06"" W"
2019-07-03,CASIER/CAGE - TRAP/POT,7,0,460,"48°01'934"" N","64°20'648"" W"
2019-07-19,CASIER/CAGE - TRAP/POT,1,0,540,"49°58'45"" N","61°08'09"" W"
2019-07-11,FILET - NET,1,12000,3600,"53°00'95"" N","51°55'12"" W"
2019-06-10,CASIER/CAGE - TRAP/POT,1,0,0,"46°33'45"" N","63°36'43.9"" W"
2019-06-30,CASIER/CAGE - TRAP/POT,1,0,0,"47°27'23"" N","06°22'274"" W"
2019-06-30,CASIER/CAGE - TRAP/POT,1,0,0,"47°24'00"" N","06°31'334"" W"
2019-06-30,CASIER/CAGE - TRAP/POT,1,0,0,"47°20'27"" N","06°30'837"" W"
2019-07-12,CASIER/CAGE - TRAP/POT,1,0,600,"46°52'29"" N","60°53'06"" W"
2019-07-23,CASIER/CAGE - TRAP/POT,1,0,750,"47°04'891"" N","60°31'708"" W"
2019-07-17,CASIER/CAGE - TRAP/POT,1,0,0,"46°54'09"" N","60°51'46"" W"
2019-07-10,CASIER/CAGE - TRAP/POT,2,0,0,"47°00'857"" N","060°27'010"" W"
2019-07-12,CASIER/CAGE - TRAP/POT,2,0,0,See Notes,See Notes
2019-05-24,CASIER/CAGE - TRAP/POT,6,0,580,"46°07'37"" N","059°47'40"" W"
2019-07-22,CASIER/CAGE - TRAP/POT,1,0,600,N/A,N/A
2019-05-12 et 2019-05-28,CASIER/CAGE - TRAP/POT,3,480,0,"47°47'05"" N","060°50'44"" W"
2019-07-10,FILET - NET,7,18 900,10 800,"54°57'36"" N","53°43'65"" W"
2019-07-15,CASIER/CAGE - TRAP/POT,30,10,0,"47°00'552"" N","60°30'741"" W"
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,0,"45°45'387"" N","61°31'392"" W"
2019-07-06,CASIER/CAGE - TRAP/POT,1,0,0,"46°42'397"" N","61°12'297"" W"
2019-06-08,CASIER/CAGE - TRAP/POT,1,0,0,"46°57'42"" N","64°49'55"" W"
2019-07-23,CASIER/CAGE - TRAP/POT,2,0,0,"47°03'259"" N","60°31'355"" W"
2019-07-31,AUTRE - OTHER,1,0,250,"47°35'02"" N","61°26'70"" W"
2019-06-27,CASIER/CAGE - TRAP/POT,1,0,450,"47°23'10"" N","62°28'20"" W"
2019-07-15,CASIER/CAGE - TRAP/POT,8,0,360,"47°02'00"" N","60°25'00"" W"
2019-07-19,CASIER/CAGE - TRAP/POT,41,0,2520,"45°37'83"" N","55°47'95"" W"
2019-06-15,CASIER/CAGE - TRAP/POT,1,0,225,"46°20'27"" N","61°33'40"" W"
2019-06-15,CASIER/CAGE - TRAP/POT,1,0,225,"46°27'52"" N","61°23'04"" W"
2019-07-10,CASIER/CAGE - TRAP/POT,1,0,100,See Notes,See Notes
2019-07-31,CASIER/CAGE - TRAP/POT,1,0,780,"47°04'099"" N","60°28'801"" W"
2019-07-23,CASIER/CAGE - TRAP/POT,1,0,750,"47°04'891"" N","60°31'708"" W"
2019-07-08,CASIER/CAGE - TRAP/POT,1,0,120,"46°11'546"" N","60°49'496"" W"
2019-07-08,CASIER/CAGE - TRAP/POT,1,0,120,"46°11'541"" N","60°49'496"" W"
2019-08-01,CASIER/CAGE - TRAP/POT,1,0,0,"47°02'62"" N","60°25'32"" W"
2019-08-04,AUTRE - OTHER,1,140,360,"47°91'42"" N","62°05'62"" W"
2019-08-12,CASIER/CAGE - TRAP/POT,1,4,100,"46°30'608"" N","64°21'008"" W"
2019-08-14,CASIER/CAGE - TRAP/POT,2,0,260,"46°12'57"" N","63°43'54"" W"
2019-08-16,CASIER/CAGE - TRAP/POT,2,0,150,"46°34'152"" N","64°27'377"" W"
2019-06-27,CASIER/CAGE - TRAP/POT,6,0,450,See Notes,See Notes
2019-08-07,CASIER/CAGE - TRAP/POT,90,0,9720,"46°44'520"" N","52°59'171"" W"
2019-07-11,FILET - NET,3,27000,4500,"54°54'18"" N","53°36'38"" W"
2019-08-19,CASIER/CAGE - TRAP/POT,2,0,260,"46°04'125"" N","63°33'886"" W"
2019-08-19,CASIER/CAGE - TRAP/POT,2,0,260,"46°04'426"" N","63°34'222"" W"
2019-08-16,CASIER/CAGE - TRAP/POT,1,0,160,"45°55'801"" N","62°30'763"" W"
2019-08-16,CASIER/CAGE - TRAP/POT,1,0,160,"45°54'871"" N","62°35'417"" W"
2019-08-16,CASIER/CAGE - TRAP/POT,1,0,160,"45°55'310"" N","62°15'480"" W"
2019-08-16,CASIER/CAGE - TRAP/POT,1,0,160,"45°54'713"" N","62°23'879"" W"
2019-08-22,CASIER/CAGE - TRAP/POT,1,0,0,"147°08'3"" N","306°47'2"" W"
2019-08-21,LONGLINE-PALANGNE,1,0,150,"46°39'623"" N","63°35'849"" W"
2019-08-15,CASIER/CAGE - TRAP/POT,1,0,0,"14°54'46"" N","30°42'39"" W"
2019-08-24,CASIER/CAGE - TRAP/POT,1,0,700,"49°56'2500"" N","61°27'2500"" W"
N/A,CASIER/CAGE - TRAP/POT,6,0,0,N/A,N/A
2019-08-15,CASIER/CAGE - TRAP/POT,0,0,100,"46°18'20"" N","64°13'76"" W"
2019-08-19,CASIER/CAGE - TRAP/POT,1,0,120,"49°02'41"" N","64°27'06"" W"
2019-04-26,CASIER/CAGE - TRAP/POT,7,0,450,"47°29'233"" N","60°30'175"" W"
2019-04-29,FILET - NET,4,1200,1200,"49°59'20"" N","66°11'18"" W"
2019-08-31,CASIER/CAGE - TRAP/POT,1,0,0,"146°81'1"" N","306°90'1"" W"
2019-08-31,CASIER/CAGE - TRAP/POT,2,0,0,"147°03'3"" N","307°25'9"" W"
2019-08-27,LONGLINE-PALANGNE,1,0,750,"48°30'845"" N","63°08'770"" W"
2019-05-17,NON CONFIRME - UNCONFIRMED ,1,0,0,"47°36'468"" N","61°13'279"" W"
2019-05-16,CASIER/CAGE - TRAP/POT,1,0,0,"48°04'81"" N","63°34'34"" W"
N/A,CASIER/CAGE - TRAP/POT,0,0,0,N/A,N/A
2019-09-03,CASIER/CAGE - TRAP/POT,1,0,100,"46°18'17"" N","64°13'89"" W"
2019-09-05,CASIER/CAGE - TRAP/POT,2,0,260,"46°06'515"" N","63°31'406"" W"
2019-08-29,CASIER/CAGE - TRAP/POT,5,0,750,"46°22'14"" N","64°21'64"" W"
2019-08-28,CASIER/CAGE - TRAP/POT,0,0,240,"46°04'687"" N","63°40'200"" W"
2019-08-24,CASIER/CAGE - TRAP/POT,2,0,300,"46°17'776"" N","63°51'337"" W"
N/A,CASIER/CAGE - TRAP/POT,2,0,300,"46°14'71"" N","63°48'90"" W"
N/A,CASIER/CAGE - TRAP/POT,2,0,300,"46°14'83"" N","63°48'89"" W"
2019-08-17,CASIER/CAGE - TRAP/POT,5,0,0,See Notes,See Notes
2019-08-14,CASIER/CAGE - TRAP/POT,1,0,750,"50°41'89"" N","058°13'22"" W"
2019-08-14,CASIER/CAGE - TRAP/POT,1,0,750,"50°42'34"" N","058°14'11"" W"
2019-08-14,CASIER/CAGE - TRAP/POT,1,0,750,"50°38'54"" N","058°19'66"" W"
2019-09-03,CASIER/CAGE - TRAP/POT,1,0,5,"46°19'682"" N","064°27'801"" W"
2019-09-07,CASIER/CAGE - TRAP/POT,2,0,0,See Notes,See Notes
2019-09-07,CASIER/CAGE - TRAP/POT,2,0,0,See Notes,See Notes
2019-09-07,CASIER/CAGE - TRAP/POT,2,0,0,See Notes,See Notes
2019-09-07,CASIER/CAGE - TRAP/POT,2,0,260,"46°06'209"" N","63°31'927"" W"
2019-09-07,CASIER/CAGE - TRAP/POT,2,0,260,"46°05'242"" N","63°30'561"" W"
2019-09-07,CASIER/CAGE - TRAP/POT,2,0,260,"46°04'258"" N","63°33'207"" W"
2019-09-07,CASIER/CAGE - TRAP/POT,4,0,520,"46°08'80"" N","46°08'35"" W"
2019-09-07,CASIER/CAGE - TRAP/POT,4,0,520,"63°69'22"" N","63°69'69"" W"
2019-09-07,CASIER/CAGE - TRAP/POT,2,0,0,"46°17'31"" N","63°76'76"" W"
2019-09-07,CASIER/CAGE - TRAP/POT,2,0,0,"46°18'74"" N","63°74'70"" W"
2019-09-07,CASIER/CAGE - TRAP/POT,4,0,520,"46°13'71"" N","63°68'04"" W"
2019-09-07,CASIER/CAGE - TRAP/POT,4,0,520,"46°18'52"" N","63°68'16"" W"
2019-09-07,CASIER/CAGE - TRAP/POT,4,0,520,"46°14'36"" N","63°72'30"" W"
2019-09-07,CASIER/CAGE - TRAP/POT,4,0,520,"46°11'20"" N","63°72'16"" W"
2019-09-07,CASIER/CAGE - TRAP/POT,25,0,4200,"46°16'39"" N","63°81'46"" W"
2019-07-20,FILET - NET,14,4200,1200,"49°06'460"" N","67°02'779"" W"
N/A,CASIER/CAGE - TRAP/POT,2,0,0,"46°09'473"" N","63°31'174"" W"
N/A,CASIER/CAGE - TRAP/POT,2,0,0,"46°06'910"" N","63°32'361"" W"
N/A,CASIER/CAGE - TRAP/POT,2,0,0,"46°06'817"" N","63°33'034"" W"
N/A,CASIER/CAGE - TRAP/POT,2,0,0,"46°05'152"" N","63°33'669"" W"
N/A,CASIER/CAGE - TRAP/POT,2,0,0,"46°10'104"" N","63°56'082"" W"
2019-09-06,CASIER/CAGE - TRAP/POT,3,0,300,"46°18'97"" N","64°13'46"" W"
2019-09-06,CASIER/CAGE - TRAP/POT,6,0,400,"46°06'157"" N","63°38'314"" W"
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
N/A,NON CONFIRME - UNCONFIRMED ,1,0,0,See Notes,See Notes
2019-09-07,CASIER/CAGE - TRAP/POT,4,0,200,"45°58'756"" N","63°37'734"" W"
2019-09-16,CASIER/CAGE - TRAP/POT,2,0,260,"46°05'620"" N","63°31'945"" W"
2019-08-12 et 2019-09-02,CASIER/CAGE - TRAP/POT,5,0,360,See Notes,See Notes
2019-09-05,CASIER/CAGE - TRAP/POT,1,0,0,See Notes,See Notes
2019-09-10,AUTRE - OTHER,0,0,0,"48°04'678"" N","64°12'577"" W"
2019-09-06,CASIER/CAGE - TRAP/POT,3,0,200,"46°08'325"" N","63°38'127"" W"
2019-09-06,CASIER/CAGE - TRAP/POT,3,0,200,"46°08'051"" N","63°38'916"" W"
2019-09-06,CASIER/CAGE - TRAP/POT,3,0,200,"46°08'157"" N","63°38'314"" W"
2019-09-18,CASIER/CAGE - TRAP/POT,2,0,0,"46°00'02"" N","63°36'39"" W"
2019-09-13,CASIER/CAGE - TRAP/POT,2,0,70,"46°35'850"" N","64°28'359"" W"
2019-09-13,CASIER/CAGE - TRAP/POT,2,0,70,"46°42'172"" N","64°34'550"" W"
2019-09-13,CASIER/CAGE - TRAP/POT,2,0,70,"46°42'466"" N","64°23'950"" W"
2019-09-13,CASIER/CAGE - TRAP/POT,2,0,70,"46°29'468"" N","64°23'950"" W"
2019-09-13,CASIER/CAGE - TRAP/POT,2,0,70,"46°36'453"" N","64°31'339"" W"
2019-09-13,CASIER/CAGE - TRAP/POT,2,0,70,"46°34'670"" N","64°23'780"" W"
2019-09-13,CASIER/CAGE - TRAP/POT,2,0,70,"46°34'722"" N","64°29'689"" W"
2019-09-13,CASIER/CAGE - TRAP/POT,2,0,70,"46°35'853"" N","64°29'044"" W"
2019-09-12,CASIER/CAGE - TRAP/POT,2,0,70,"46°43'744"" N","64°29'986"" W"
2019-09-12,CASIER/CAGE - TRAP/POT,2,0,70,"46°39'278"" N","64°31'719"" W"
2019-09-12,CASIER/CAGE - TRAP/POT,2,0,70,"46°36'765"" N","64°31'718"" W"
2019-09-10,CASIER/CAGE - TRAP/POT,2,0,70,"46°37'090"" N","64°32'320"" W"
2019-09-10,CASIER/CAGE - TRAP/POT,2,0,70,"46°32'495"" N","64°26'537"" W"
2019-09-10,CASIER/CAGE - TRAP/POT,2,0,70,"46°32'495"" N","64°24'516"" W"
2019-09-10,CASIER/CAGE - TRAP/POT,2,0,70,"46°36'339"" N","64°26'640"" W"
2019-09-10,CASIER/CAGE - TRAP/POT,2,0,70,"46°35'360"" N","64°25'176"" W"
2019-09-12,CASIER/CAGE - TRAP/POT,1,0,70,"46°36'850"" N","64°32'389"" W"
2019-09-12,CASIER/CAGE - TRAP/POT,1,0,70,"46°34'898"" N","64°33'964"" W"
2019-09-12,CASIER/CAGE - TRAP/POT,1,0,70,"46°34'898"" N","64°33'964"" W"
2019-09-12,CASIER/CAGE - TRAP/POT,2,0,70,"46°35'797"" N","64°38'301"" W"
2019-09-09,CASIER/CAGE - TRAP/POT,3,0,70,"46°31'754"" N","64°30'232"" W"
2019-09-09,CASIER/CAGE - TRAP/POT,1,0,70,"46°32'977"" N","64°37'312"" W"
2019-09-09,CASIER/CAGE - TRAP/POT,1,0,70,"46°36'597"" N","64°32'188"" W"
2019-09-09,CASIER/CAGE - TRAP/POT,4,0,70,"46°31'577"" N","64°30'291"" W"
14/09/2019,CASIER/CAGE - TRAP/POT,5,0,70,"46°37'552"" N","64°36'187"" W"
14/09/2019,CASIER/CAGE - TRAP/POT,1,0,70,"46°35'508"" N","64°33'215"" W"
14/09/2019,CASIER/CAGE - TRAP/POT,1,0,70,"46°35'508"" N","64°33'215"" W"
14/09/2019,CASIER/CAGE - TRAP/POT,5,0,70,"46°37'064"" N","64°34'514"" W"
14/09/2019,CASIER/CAGE - TRAP/POT,1,0,70,"46°37'064"" N","64°34'514"" W"
14/09/2019,CASIER/CAGE - TRAP/POT,1,0,70,"46°37'064"" N","64°34'514"" W"
14/09/2019,CASIER/CAGE - TRAP/POT,1,0,50,"46°18'95"" N","64°13'44"" W"
14/09/2019,CASIER/CAGE - TRAP/POT,1,0,50,"46°18'13"" N","64°13'12"" W"
13/09/2019,CASIER/CAGE - TRAP/POT,2,0,70,"46°36'018"" N","64°24'167"" W"
13/09/2019,CASIER/CAGE - TRAP/POT,2,0,70,"46°35'592"" N","64°22'123"" W"
13/09/2019,CASIER/CAGE - TRAP/POT,2,0,70,"46°34'986"" N","64°22'640"" W"
13/09/2019,CASIER/CAGE - TRAP/POT,2,0,70,"46°34'061"" N","64°22'770"" W"
13/09/2019,CASIER/CAGE - TRAP/POT,2,0,70,"46°31'996"" N","64°22'996"" W"
13/09/2019,CASIER/CAGE - TRAP/POT,2,0,70,"46°34'123"" N","64°19'524"" W"
13/09/2019,CASIER/CAGE - TRAP/POT,2,0,70,"46°35'435"" N","64°19'376"" W"
13/09/2019,CASIER/CAGE - TRAP/POT,2,0,70,"46°35'219"" N","64°19'767"" W"
13/09/2019,CASIER/CAGE - TRAP/POT,2,0,70,"46°35'853"" N","64°20'821"" W"
2019-09-05,CASIER/CAGE - TRAP/POT,8,0,420,"46°24'487"" N","64°19'631"" W"
2019-09-07,CASIER/CAGE - TRAP/POT,2,0,300,"46°15'16"" N","63°46'53"" W"
2019-09-07,CASIER/CAGE - TRAP/POT,2,0,300,"46°15'02"" N","63°46'32"" W"
2019-09-19,CASIER/CAGE - TRAP/POT,2,0,300,"46°09'47"" N","63°42'29"" W"
2019-09-19,CASIER/CAGE - TRAP/POT,2,0,300,"46°09'54"" N","63°43'08"" W"
2019-09-19,CASIER/CAGE - TRAP/POT,2,0,300,"46°05'46"" N","63°37'32"" W"
2019-09-19,CASIER/CAGE - TRAP/POT,2,0,300,"46°08'26"" N","63°41'04"" W"
2019-09-18,CASIER/CAGE - TRAP/POT,1,80,90,"42°16'55"" N","66°26'27"" W"
2019-09-07,CASIER/CAGE - TRAP/POT,7,0,1100,"46°05'75"" N","63°39'76"" W"
2019-09-11,CASIER/CAGE - TRAP/POT,1,0,0,"46°52'368"" N","64°53'325"" W"
2019-09-14,CASIER/CAGE - TRAP/POT,1,0,900,See Notes,See Notes
2019-09-06,CASIER/CAGE - TRAP/POT,12,0,1728,"46°10'59"" N","63°45'99"" W"
2019-09-06,CASIER/CAGE - TRAP/POT,1,0,130,"46°17'91"" N","63°55'83"" W"
2019-08-20,CASIER/CAGE - TRAP/POT,5,0,220,"46°44'160"" N","64°48'547"" W"
2019-09-20,CASIER/CAGE - TRAP/POT,1,0,5,"46°18'095"" N","64°27'603"" W"
2019-09-16,CASIER/CAGE - TRAP/POT,1,0,0,"46°87'08"" N","38°71'06"" W"
2019-09-15,CASIER/CAGE - TRAP/POT,4,0,10,"46°18'820"" N","60°30'622"" W"
2019-09-07,CASIER/CAGE - TRAP/POT,17,0,2652,See Notes,See Notes
N/A,CASIER/CAGE - TRAP/POT,6,0,1000,"46°10'129"" N","63°56'091"" W"
N/A,CASIER/CAGE - TRAP/POT,6,0,1000,"46°09'466"" N","63°42'089"" W"
2019-09-21,CASIER/CAGE - TRAP/POT,13,0,1200,"46°06'85.3"" N","63°31'48.9"" W"
N/A,CASIER/CAGE - TRAP/POT,1,0,0,See Notes,See Notes
2019-08-22,CASIER/CAGE - TRAP/POT,1,0,0,See Notes,See Notes
2019-09-28,LONGLINE-PALANGNE,0,0,4000,"45°52'15"" N","61°47'08"" W"
N/A,CASIER/CAGE - TRAP/POT,0,0,0,See Notes,See Notes
2019-10-01,AUTRE - OTHER,0,8,0,"43°19'09"" N","66°02'37"" W"
2019-09-20,CASIER/CAGE - TRAP/POT,3,0,100,"46°39'081"" N","64°29'573"" W"
2019-09-18,CASIER/CAGE - TRAP/POT,1,0,0,"46°41'143"" N","64°30'442"" W"
2019-10-01,LONGLINE-PALANGNE,2,0,1200,"46°16'703"" N","62°01'209"" W"
2019-08-21,CASIER/CAGE - TRAP/POT,1,0,0,See Notes,See Notes
2019-09-19,CASIER/CAGE - TRAP/POT,3,0,0,See Notes,See Notes
2019-02-10,CASIER/CAGE - TRAP/POT,5,0,0,"46°51'717"" N","64°40'526"" W"
2019-09-07,CASIER/CAGE - TRAP/POT,3,0,540,See Notes,See Notes
2019-09-07,CASIER/CAGE - TRAP/POT,3,0,540,See Notes,See Notes
2019-09-06,CASIER/CAGE - TRAP/POT,26,0,3080,"46°22'684"" N","64°26'492"" W"
2019-09-06,CASIER/CAGE - TRAP/POT,26,0,3080,"46°18'028"" N","64°27'554"" W"
2019-09-06,CASIER/CAGE - TRAP/POT,25,0,3080,"46°33'761"" N","64°10'194"" W"
2019-09-12,CASIER/CAGE - TRAP/POT,19,0,2470,"46°14'768"" N","64°02'197"" W"
2019-08-31,CASIER/CAGE - TRAP/POT,1,0,0,"46°10'54"" N","63°39'59"" W"
2019-09-28,CASIER/CAGE - TRAP/POT,1,0,0,"46°10'08"" N","63°39'32"" W"
2019-09-10,CASIER/CAGE - TRAP/POT,1,0,0,"46°08'74"" N","63°33'22"" W"
2019-09-12,CASIER/CAGE - TRAP/POT,1,0,0,"46°09'82"" N","63°38'83"" W"
2019-08-10,CASIER/CAGE - TRAP/POT,1,0,0,46.3164,-64.4331
2019-08-20,CASIER/CAGE - TRAP/POT,1,0,0,46.2664,-64.4672
2019-08-30,CASIER/CAGE - TRAP/POT,1,0,0,46.2831,-64.2219
2019-09-02,CASIER/CAGE - TRAP/POT,2,0,0,46.2831,-64.2172
2019-09-11,CASIER/CAGE - TRAP/POT,2,0,0,46.3125,-64.4353
2019-09-11,CASIER/CAGE - TRAP/POT,2,0,0,46.2972,-64.2331
